City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Ponta Delgada,PT,37.7333,-25.6667,59.72,77,75,11.5,broken clouds
455,Ambatondrazaka,MG,-17.8333,48.4167,67.66,92,76,3.91,broken clouds
456,Port-Gentil,GA,-0.7193,8.7815,79.7,84,34,10.65,scattered clouds
457,Hobyo,SO,5.3505,48.5268,76.66,69,97,18.88,overcast clouds
458,Ajaccio,FR,42.0,8.9167,53.65,87,100,4.61,overcast clouds
459,Waterloo,CA,43.4668,-80.5164,29.03,81,0,7.0,clear sky
460,Namtsy,RU,62.7161,129.6658,-29.09,94,99,2.64,overcast clouds
461,Casablanca,MA,33.5928,-7.6192,59.32,82,0,4.0,clear sky
462,Pryozerne,UA,45.2698,36.3303,38.57,80,91,13.33,overcast clouds
463,Tadine,NC,-21.55,167.8833,83.41,76,85,3.62,overcast clouds
464,Tutoia,BR,-2.7619,-42.2744,82.38,86,10,8.88,clear sky
465,Bogalusa,US,30.791,-89.8487,43.7,93,0,0.0,clear sky
466,Mandalgovi,MN,45.7625,106.2708,14.81,44,7,4.03,clear sky
467,Kaputa,ZM,-8.4689,29.6619,67.01,91,100,3.58,light rain
468,Nouakchott,MR,18.0858,-15.9785,62.53,50,29,8.81,scattered clouds
469,Zhangjiakou,CN,40.81,114.8794,22.69,36,100,3.87,overcast clouds
470,Puerto Madryn,AR,-42.7692,-65.0385,63.37,58,0,15.93,clear sky
471,Kalmunai,LK,7.4167,81.8167,79.83,75,59,10.6,heavy intensity rain
472,Fort Nelson,CA,58.8053,-122.7002,15.39,92,20,5.75,few clouds
473,Carcassonne,FR,43.25,2.1667,50.23,62,100,18.41,overcast clouds
474,Baryatino,RU,54.3121,34.521,29.08,94,99,12.55,light snow
475,Okhotsk,RU,59.3833,143.3,5.43,74,95,8.68,overcast clouds
476,Poum,NC,-20.2333,164.0167,81.36,86,100,26.96,moderate rain
477,Namatanai,PG,-3.6667,152.4333,85.15,69,100,7.52,overcast clouds
478,Funadhoo,MV,6.15,73.2667,81.23,67,46,8.75,scattered clouds
479,Tombouctou,ML,20.0,-3.0,61.09,14,1,9.31,clear sky
480,Scarborough,GB,54.2797,-0.4044,37.22,78,9,1.01,clear sky
481,Jacareacanga,BR,-6.2222,-57.7528,72.91,98,100,1.9,overcast clouds
482,Balikpapan,ID,-1.2675,116.8289,83.39,79,40,10.36,light rain
483,Seoul,KR,37.5683,126.9778,34.21,30,0,2.3,clear sky
484,La Ronge,CA,55.1001,-105.2842,12.45,85,75,3.44,broken clouds
485,Kenai,US,60.5544,-151.2583,27.14,93,100,5.75,overcast clouds
486,Sillanwali,PK,31.8261,72.5398,58.26,43,7,7.02,clear sky
487,Winton,US,37.3894,-120.6133,60.35,72,0,0.0,clear sky
488,Honningsvag,NO,70.9821,25.9704,25.03,78,43,26.04,scattered clouds
489,Nizhniy Tsasuchey,RU,50.5167,115.1333,18.72,75,8,9.84,clear sky
490,Casa Grande,US,32.8795,-111.7573,63.21,18,0,9.22,clear sky
491,Bayan,CN,46.0833,127.4,11.53,81,96,6.62,overcast clouds
492,Longyearbyen,SJ,78.2186,15.6401,15.64,73,0,4.61,clear sky
493,Paragominas,BR,-2.9667,-47.4833,71.47,99,100,1.7,moderate rain
494,Pasni,PK,25.2631,63.471,70.32,81,0,2.71,clear sky
495,Liwale,TZ,-9.7667,37.9333,70.59,86,100,4.21,overcast clouds
496,Hailar,CN,49.2,119.7,10.56,91,100,8.81,overcast clouds
497,Requena,ES,39.4883,-1.1004,40.14,39,2,5.86,clear sky
498,Jumla,NP,29.2747,82.1838,48.33,33,87,3.0,overcast clouds
499,Majene,ID,-3.5403,118.9707,85.28,69,99,3.22,overcast clouds
500,Pampierstad,ZA,-27.7832,24.6877,64.83,70,4,2.17,clear sky
501,Tromso,NO,69.6496,18.957,26.62,63,0,13.8,clear sky
502,Okato,NZ,-39.2,173.8833,68.68,91,100,7.14,overcast clouds
503,Havelock,US,34.8791,-76.9013,42.78,87,61,5.99,broken clouds
504,Toora-Khem,RU,52.4675,96.11,1.08,87,99,1.88,overcast clouds
505,Trairi,BR,-3.2778,-39.2689,76.64,84,2,6.15,clear sky
506,San Policarpo,PH,12.1791,125.5072,80.55,81,62,17.72,broken clouds
507,Bubanza,BI,-3.1167,29.4,66.94,95,100,0.2,light rain
508,Dutlwe,BW,-23.9833,23.9,67.17,60,32,7.7,scattered clouds
509,Raudeberg,NO,61.9875,5.1352,39.2,86,87,13.6,overcast clouds
510,Nelson Bay,AU,-32.7167,152.15,77.11,58,38,4.0,light rain
511,The Valley,AI,18.217,-63.0578,77.09,70,88,22.79,overcast clouds
512,Saint-Prosper,CA,46.2117,-70.4811,14.68,93,100,2.62,overcast clouds
513,Hargeysa,SO,9.56,44.065,62.24,85,88,13.44,overcast clouds
514,Baruun-Urt,MN,46.6806,113.2792,11.66,72,10,8.95,clear sky
515,Orbetello,IT,42.4408,11.2196,50.79,100,64,9.22,broken clouds
516,Mombasa,KE,-4.0547,39.6636,76.77,87,100,3.98,overcast clouds
517,Kimbe,PG,-5.5502,150.1429,84.43,74,86,5.41,moderate rain
518,Manapparai,IN,10.6,78.4167,77.86,67,21,5.99,few clouds
519,Saint-Georges,GD,12.0564,-61.7485,80.28,74,75,11.5,broken clouds
520,Bhimunipatnam,IN,17.8833,83.4333,76.51,64,95,3.24,overcast clouds
521,Neftcala,AZ,39.3742,49.2472,38.8,52,2,12.26,clear sky
522,Karpogory,RU,64.0019,44.4451,9.59,94,100,8.03,overcast clouds
523,Tevaitoa,PF,-16.7833,-151.5,80.89,75,69,20.0,light rain
524,Safaga,EG,26.7292,33.9365,57.15,51,0,14.88,clear sky
525,Padang,ID,-0.9492,100.3543,86.05,66,100,1.97,overcast clouds
526,Taikang,CN,46.8333,124.4167,15.73,65,3,5.48,clear sky
527,Santiago De Cao,PE,-7.9589,-79.2392,68.13,83,100,5.75,mist
528,Chumikan,RU,54.7183,135.315,0.86,78,15,13.82,few clouds
529,Isangel,VU,-19.55,169.2667,82.51,94,100,13.8,light rain
530,Port Blair,IN,11.6667,92.75,82.44,74,40,11.5,scattered clouds
531,Floro,NO,61.5996,5.0328,39.16,75,75,21.85,broken clouds
532,Kavaratti,IN,10.5669,72.642,77.86,67,12,8.08,few clouds
533,Sitka,US,57.0531,-135.33,44.49,76,100,14.97,light rain
534,Morehead,US,37.2711,-87.1764,29.3,91,0,0.0,clear sky
535,Ayan,RU,56.45,138.1667,10.06,61,92,5.1,overcast clouds
536,Cairo,EG,30.0626,31.2497,54.23,66,0,0.0,clear sky
537,Naryan-Mar,RU,67.6713,53.087,16.27,87,100,17.4,overcast clouds
538,Warwick,US,41.7001,-71.4162,27.93,90,20,4.61,few clouds
539,Akyab,MM,20.15,92.9,69.01,43,98,3.76,overcast clouds
540,Fuling,CN,29.7022,107.3919,41.94,86,95,2.21,overcast clouds
541,Eureka,US,40.8021,-124.1637,46.67,83,0,3.18,clear sky
542,Kolondieba,ML,11.0882,-6.8926,69.35,16,1,4.88,clear sky
543,Wloszczowa,PL,50.8526,19.9659,40.21,94,100,6.04,overcast clouds
544,Sovetskoye,RU,52.2861,85.4131,3.78,87,55,1.21,broken clouds
545,Turka,UA,49.1541,23.0297,34.25,97,100,13.09,light snow
546,Mahon,ES,39.8885,4.2658,45.16,93,0,5.75,clear sky
547,Illela,NG,13.7292,5.2975,63.84,14,0,13.4,clear sky
548,Mola Di Bari,IT,41.0609,17.0873,50.58,83,27,11.79,scattered clouds
549,College Place,US,46.0493,-118.3883,48.04,81,0,0.0,clear sky
550,Luancheng,CN,37.8792,114.6517,35.76,31,100,2.17,overcast clouds
551,Thaton,MM,16.9206,97.3714,83.79,53,30,2.53,scattered clouds
552,Santa Marta,CO,11.2408,-74.199,82.45,61,20,10.36,few clouds
553,Korla,CN,41.7597,86.1469,27.32,40,46,3.51,scattered clouds
554,Mehamn,NO,71.0357,27.8492,17.83,82,89,13.78,overcast clouds
555,Gat,IL,31.61,34.7642,54.39,100,7,6.69,clear sky
556,Bougouni,ML,11.417,-7.479,69.19,15,0,5.21,clear sky
557,Bowmore,US,34.9421,-79.3031,43.75,55,100,1.01,overcast clouds
558,Maceio,BR,-9.6658,-35.7353,74.64,88,20,4.61,few clouds
559,Mustafabad,PK,30.8922,73.4989,59.25,55,2,5.41,clear sky
560,Karasburg,NA,-28.0167,18.75,73.6,54,100,8.68,overcast clouds
561,Bundaberg,AU,-24.85,152.35,77.22,73,75,3.0,broken clouds
562,Kamaishi,JP,39.2667,141.8833,31.15,52,94,16.73,overcast clouds
563,Mikun,RU,62.3547,50.0771,17.11,96,100,5.06,overcast clouds
564,Poso,ID,-1.3959,120.7524,85.78,63,98,5.48,overcast clouds
565,Arman,RU,59.7,150.1667,12.02,75,75,6.06,broken clouds
566,Poyarkovo,RU,49.6,128.6833,6.24,86,80,0.92,broken clouds
567,Burnie,AU,-41.0667,145.9167,71.94,49,0,9.44,clear sky
568,Torquay,GB,50.4638,-3.5143,42.85,88,13,4.0,few clouds
569,Santa Rosa,PH,14.3122,121.1114,85.98,73,97,17.85,overcast clouds
570,Anito,PH,12.4497,125.2886,80.38,82,54,14.38,broken clouds
571,Saint-Gabriel,CA,46.3001,-73.3824,8.42,97,100,1.59,light snow
572,Herat,AF,34.5,62.0,40.26,58,0,4.9,clear sky
573,Vidim,RU,56.4088,103.1106,18.52,92,100,5.14,overcast clouds
574,Nizwa,OM,22.9333,57.5333,64.27,46,2,0.67,clear sky
575,Pontianak,ID,-0.0333,109.3333,84.18,74,40,0.0,scattered clouds
576,Tuatapere,NZ,-46.1333,167.6833,61.83,46,0,8.03,clear sky
577,Buraydah,SA,26.326,43.975,43.25,48,0,5.41,clear sky
578,Vyartsilya,RU,62.1764,30.693,30.24,97,100,7.83,light snow
579,Chiredzi,ZW,-21.05,31.6667,65.55,92,10,4.16,clear sky
580,Urusha,RU,54.05,122.9,9.3,65,95,2.37,overcast clouds
581,Henties Bay,NA,-22.116,14.2845,67.86,82,94,6.31,overcast clouds
582,Jieshi,CN,22.8134,115.8257,59.95,83,100,15.23,overcast clouds
583,Savannakhet,LA,16.566,104.751,75.22,73,54,2.3,broken clouds
584,Santiago Del Estero,AR,-27.7951,-64.2615,68.92,56,0,3.0,clear sky
585,Siuna,NI,13.7332,-84.7773,65.43,92,44,4.07,scattered clouds
586,Marrakesh,MA,31.6315,-8.0083,57.27,62,0,1.14,clear sky
587,Tarko-Sale,RU,64.9225,77.785,-25.35,100,82,3.89,broken clouds
588,Murgab,TM,37.4966,61.9714,39.07,87,100,9.22,overcast clouds
589,Buzmeyin,TM,38.0507,58.2056,29.93,93,40,2.3,scattered clouds
590,Jyvaskyla,FI,62.2415,25.7209,30.56,95,100,5.75,overcast clouds
591,North Bend,US,43.4065,-124.2243,49.95,90,0,0.0,mist
592,Malanje,AO,-9.5402,16.341,58.69,88,85,3.27,overcast clouds
593,Wawa,NG,9.9022,4.4192,72.68,28,0,4.63,clear sky
594,Saint-Pierre,RE,-21.3393,55.4781,80.28,74,0,4.61,clear sky
595,Awbari,LY,26.5921,12.7805,50.61,25,52,7.16,broken clouds
596,Vaasa,FI,63.096,21.6158,28.42,93,75,6.91,broken clouds
597,Aasiaat,GL,68.7098,-52.8699,7.2,91,100,8.68,light snow
598,Krasnyy Chikoy,RU,50.3643,108.7512,15.42,81,67,2.53,broken clouds
599,Padampur,IN,29.6833,73.6167,60.21,51,5,9.71,clear sky
600,Carutapera,BR,-1.195,-46.02,75.49,94,100,4.16,overcast clouds
601,Upington,ZA,-28.4478,21.2561,70.18,83,20,4.61,few clouds
602,Bandarbeyla,SO,9.4942,50.8122,75.67,72,99,12.75,overcast clouds
603,Sisophon,KH,13.5859,102.9737,88.83,44,99,6.69,overcast clouds
604,Brownsville,US,25.9018,-97.4975,59.11,91,100,3.0,moderate rain
605,Dalvik,IS,65.9702,-18.5286,24.73,88,100,9.08,overcast clouds
606,Dunmanway,IE,51.7167,-9.1167,53.42,98,97,5.91,overcast clouds
607,Roma,US,43.2128,-75.4557,26.46,76,0,6.91,clear sky
608,Zilair,RU,52.2332,57.4392,12.78,98,100,1.83,overcast clouds
609,San Jose,US,37.3394,-121.895,59.34,58,0,3.44,clear sky
610,Galich,RU,58.3797,42.3475,2.86,99,100,5.26,overcast clouds
611,Teguise,ES,29.0605,-13.564,61.02,82,1,14.97,mist
612,Stykkisholmur,IS,65.0757,-22.7297,29.01,90,100,41.74,snow
613,Bredy,RU,52.4153,60.3411,6.26,98,96,2.93,overcast clouds
614,San Antonio,US,29.4241,-98.4936,51.53,59,0,8.05,clear sky
615,Batagay,RU,67.6333,134.6333,-28.41,94,100,0.69,overcast clouds
616,San Andres,CO,12.5847,-81.7006,78.82,78,20,8.05,few clouds
617,Kostroma,RU,57.7708,40.9344,17.31,98,86,7.4,snow
618,Independence,US,39.0911,-94.4155,35.49,64,0,1.01,clear sky
619,Shimanovsk,RU,52.0,127.7,9.07,68,25,0.81,scattered clouds
620,Curvelo,BR,-18.7564,-44.4308,65.79,97,100,0.25,light rain
621,Usinsk,RU,65.9939,57.5281,5.47,84,100,7.94,overcast clouds
622,Roebourne,AU,-20.7833,117.1333,90.63,58,80,12.12,broken clouds
623,Ayia Marina,GR,37.75,23.5333,53.33,73,50,4.97,scattered clouds
624,Zhuanghe,CN,39.7008,122.9911,29.64,45,69,1.05,broken clouds
625,Pangnirtung,CA,66.1451,-65.7125,-38.36,95,100,4.85,overcast clouds
626,Tazmalt,DZ,36.3868,4.3989,46.22,95,17,2.59,few clouds
627,Katangli,RU,51.7102,143.2326,12.63,83,100,17.74,overcast clouds
628,Vad,RU,55.5301,44.2114,1.29,100,93,4.12,overcast clouds
629,Chochola,MX,20.75,-89.8333,71.01,89,8,4.0,clear sky
630,Ballina,AU,-28.8667,153.5667,75.78,73,75,10.36,broken clouds
631,Sambava,MG,-14.2667,50.1667,76.28,81,42,2.46,scattered clouds
632,Eidfjord,NO,60.4675,7.0719,32.16,97,100,9.55,light snow
633,Khuzdar,PK,27.7384,66.6434,55.81,50,25,3.02,scattered clouds
634,Kollam,IN,8.8833,76.6,84.07,63,39,5.59,scattered clouds
635,Ormond Beach,US,29.2858,-81.0559,57.34,96,100,1.99,mist
636,Maragogi,BR,-9.0122,-35.2225,79.3,72,61,4.72,broken clouds
637,Kang,BW,-23.6752,22.7876,66.74,61,31,7.05,scattered clouds
638,Saint-Leu,RE,-21.15,55.2833,79.66,73,86,0.74,overcast clouds
639,Olinda,BR,-8.0089,-34.8553,82.13,69,75,5.75,broken clouds
640,Voyinka,UA,45.8699,33.9914,35.13,87,66,12.68,broken clouds
641,Shimoda,JP,34.6667,138.95,44.96,81,97,3.13,overcast clouds
642,Uzice,RS,43.8586,19.8488,29.03,88,100,4.63,overcast clouds
643,Grenada,ES,37.1882,-3.6067,47.1,100,0,1.14,clear sky
644,Ghanzi,BW,-21.5667,21.7833,70.07,59,86,10.18,overcast clouds
645,Vostok,RU,46.4856,135.8833,7.12,82,99,6.78,overcast clouds
646,Aykhal,RU,66.0,111.5,-12.77,98,99,6.08,overcast clouds
647,Pindushi,RU,62.9152,34.58,18.48,95,100,11.61,snow
648,Vyazma,RU,55.2104,34.2951,28.58,95,98,12.33,overcast clouds
649,Sungaipenuh,ID,-2.0833,101.3833,75.58,61,100,5.23,overcast clouds
650,Novovasylivka,UA,46.8315,35.7536,35.01,89,82,12.5,broken clouds
651,Periyapatti,IN,10.75,77.2667,76.71,63,9,8.66,clear sky
652,Rawah,IQ,34.4816,41.9093,48.99,64,98,3.15,overcast clouds
653,Naze,JP,28.3667,129.4833,56.32,60,100,6.26,overcast clouds
654,Bonthe,SL,7.5264,-12.505,76.44,91,76,2.35,broken clouds
655,Alenquer,BR,-1.9417,-54.7383,79.14,96,96,0.76,overcast clouds
656,Jalu,LY,29.0331,21.5482,54.41,35,1,7.09,clear sky
657,Ust-Ordynskiy,RU,52.805,104.7508,13.84,89,85,3.62,overcast clouds
658,Abu Dhabi,AE,24.4667,54.3667,64.96,59,40,1.01,scattered clouds
659,Evora,PT,38.5667,-7.9,47.34,61,5,7.34,clear sky
660,Sisimiut,GL,66.9395,-53.6735,4.64,94,100,18.54,light snow
661,Tineo,ES,43.3376,-6.4145,40.78,79,35,3.22,scattered clouds
662,Kabanjahe,ID,3.1001,98.4908,70.56,59,98,4.27,overcast clouds
663,Alekseyevsk,RU,57.8406,108.3492,10.98,91,100,2.77,overcast clouds
664,Kivsharivka,UA,49.6213,37.7036,20.01,93,58,8.23,snow
665,Gazanjyk,TM,39.2446,55.5154,36.9,75,86,7.99,overcast clouds
666,Bacalar,MX,18.6667,-88.3833,69.01,96,27,3.74,scattered clouds
667,Kui Buri,TH,12.0828,99.8543,87.98,50,88,6.49,overcast clouds
668,El Alto,PE,-4.2714,-81.2147,70.03,78,64,11.65,broken clouds
669,Ust-Kuyga,RU,70.0167,135.6,-34.53,99,100,4.63,overcast clouds
670,Fort Saint James,CA,54.4333,-124.25,28.87,97,100,4.63,overcast clouds
671,Changde,CN,29.0464,111.6783,33.78,100,99,7.81,overcast clouds
672,Sault Sainte Marie,CA,46.5168,-84.3333,25.09,86,100,3.44,overcast clouds
673,Ardakan,IR,32.31,54.0175,35.98,45,0,2.37,clear sky
674,Rondonopolis,BR,-16.4708,-54.6356,72.93,95,100,0.69,overcast clouds
675,Camocim,BR,-2.9022,-40.8411,75.97,88,12,7.49,few clouds
676,Suntar,RU,62.1444,117.6319,3.58,92,100,4.36,overcast clouds
677,Yangshe,CN,31.8899,120.6052,33.04,99,100,3.0,light snow
678,Roald,NO,62.5833,6.1333,40.33,81,100,13.8,light rain
679,Kungurtug,RU,50.5994,97.5228,5.47,77,56,1.03,broken clouds
680,Port-Cartier,CA,50.0334,-66.8654,3.74,97,100,3.44,light snow
681,Bull Savanna,JM,17.8868,-77.5902,70.59,77,6,5.77,clear sky
682,Quixeramobim,BR,-5.1992,-39.2928,74.07,82,33,1.99,scattered clouds
683,Cap Malheureux,MU,-19.9842,57.6142,78.48,80,93,5.01,overcast clouds
684,Le Port,RE,-20.9373,55.2919,80.6,73,86,9.44,overcast clouds
